_id,PROJECT_NAME,PROJECTID,TEST_CASE_NAME,TCID,TESTEXECID,ITERATIONID,DeviceType,ID,CURRENT_ITERATION_NUMBER,Filename,Timestamp,Type,Call ID,Event,Method,Sub-Event,Value,State,Reason,Imsreason,Alpha Tag,NR_ARFCN,sim_state,asulevel,csiCqiTableIndex,parametersUseForLevel,csiCqiReport,NR5G_RSRP,Serving PLMN,NR_BAND,csiRsrp,mAdditionalPlmns,csiRsrq,NR5G_SINR,nci,rsrq,tac,NR_PCI,latitude,longitude,number,result,pendingMo,rng,fg,bg,oldState,newState,cause,audioDirection,playRingback,HPLMN,NW sel mode,Service,MM5G,NR5G_RSRQ,NR_RRC,NR_SSB_Index,NR_DL Scheduling,NR_BLER,NR_BW,NR_SA_RLF Count,NR_Tx Phy Channel Type,NR_Tx Pwr,NR_CDRX,NETWORK,FINAL IMEI Certi,SIP_v,CSEQ,setCallRadioTech,audioQuality,codecChanged,contentType,handle,domain,token,messageRef,PhoneId,format,message_class,mno,sendResult,errorClass,errorCode
6552fc1f2f592530f001242c,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:52.210Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] onCallTerminated ,onCallTerminated ,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc1f2f592530f001242d,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:52.210Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] maybeRemapReasonCode ,maybeRemapReasonCode ,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc1f2f592530f001242e,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:52.217Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] maybeRemapReasonCode ,maybeRemapReasonCode ,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc1f2f592530f001242f,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:52.226Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] maybeRemapReasonCode ,maybeRemapReasonCode ,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc1f2f592530f0012430,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:52.229Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] processCallStateChange ,processCallStateChange ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc1f2f592530f0012431,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:52.232Z,ImsPhoneCall,,ImsPhoneCall,ImsPhoneCall: maybeChangeRingbackState:,maybeChangeRingbackState:,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc1f2f592530f0012432,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:52.239Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] updatePhoneState ,updatePhoneState ,,,,,,,,,,,,,,,,,,,,,,,,,,,null,IDLE(),IDLE(),IDLE(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc1f2f592530f0012433,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-DUT-ZY22H9L964--11042023084216_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:52.239Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] updatePhoneState ,updatePhoneState ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OFFHOOK,IDLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653a1,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.329Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: CREATED, CREATED,,null;null: TSI.aNIC@H7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653a2,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.380Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: START_CONNECTION, START_CONNECTION,%2B13526739016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653a3,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.713Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: SET_RINGING, SET_RINGING,,successful incoming call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653a4,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.725Z,Telecom,11,InCallController,InCallController: onCallAdded, onCallAdded,tel:%2B13526739016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653a5,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.997Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: START_RINGER, START_RINGER,Null,Start Ringing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653a6,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:23.184Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,RINGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653a7,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.099Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,RINGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653a8,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.136Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,RINGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653a9,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.146Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,RINGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653aa,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.150Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: SET_DISCONNECTED, SET_DISCONNECTED,,,INCOMING_MISSED,"510 CODE_USER_TERMINATED_BY_REMOTE, 0, null",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653ab,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.165Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653ac,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.201Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: STOP_RINGER, STOP_RINGER,Null,Stop Ringing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653ad,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.226Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653ae,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.228Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653af,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.229Z,Telecom,11,InCallController,InCallController: Sending updateCall , Sending updateCall ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653b0,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.237Z,Telecom,11,Event: RecordEntry ,Event: RecordEntry TC@11: DESTROYED, DESTROYED,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653b1,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:45.233Z,STFService,,STFService,STFService: Location: provider fused;,provider fused;,,,,,,,,,,,,,,,,,,,,,,,47.6631547,-122.101392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653b2,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:55.293Z,STFService,,STFService,STFService: Location: provider fused;,provider fused;,,,,,,,,,,,,,,,,,,,,,,,47.6631605,-122.1013813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653b3,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:42:05.317Z,STFService,,STFService,STFService: Location: provider fused;,provider fused;,,,,,,,,,,,,,,,,,,,,,,,47.6631584,-122.1013856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653b4,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:42:15.326Z,STFService,,STFService,STFService: Location: provider fused;,provider fused;,,,,,,,,,,,,,,,,,,,,,,,47.6631596,-122.1013828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653b5,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.306Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] updatePhoneState ,updatePhoneState ,,,,,,,,,,,,,,,,,,,,,,,,,,,null,INCOMING(null/objId:99388545),IDLE(),IDLE(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc35e2afbd5830a653b6,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.306Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] updatePhoneState ,updatePhoneState ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IDLE,RINGING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653b7,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.357Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] processCallStateChange ,processCallStateChange ,,INCOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653b8,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.363Z,ImsPhoneCall,,ImsPhoneCall,ImsPhoneCall: maybeChangeRingbackState:,maybeChangeRingbackState:,,INCOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653b9,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.366Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] processCallStateChange ,processCallStateChange ,,INCOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653ba,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:22.370Z,ImsPhoneCall,,ImsPhoneCall,ImsPhoneCall: maybeChangeRingbackState:,maybeChangeRingbackState:,,INCOMING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653bb,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.074Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] onCallTerminated ,onCallTerminated ,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653bc,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.074Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] maybeRemapReasonCode ,maybeRemapReasonCode ,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653bd,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.077Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] maybeRemapReasonCode ,maybeRemapReasonCode ,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653be,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.081Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] maybeRemapReasonCode ,maybeRemapReasonCode ,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653bf,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.083Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] processCallStateChange ,processCallStateChange ,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653c0,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.085Z,ImsPhoneCall,,ImsPhoneCall,ImsPhoneCall: maybeChangeRingbackState:,maybeChangeRingbackState:,,DISCONNECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653c1,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.090Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] updatePhoneState ,updatePhoneState ,,,,,,,,,,,,,,,,,,,,,,,,,,,null,IDLE(),IDLE(),IDLE(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc36e2afbd5830a653c2,1,2,3,4,5,6,7,8,9,Logcat-AirplaneModeTests-voiceCall-1-REFERENCE-ZY22H85665--11042023084220_ExecID-1823653_IterID-13.txt,2023-11-04T20:41:42.091Z,ImsPhoneCallTracker,,ImsPhoneCallTracker: ,ImsPhoneCallTracker: [0] updatePhoneState ,updatePhoneState ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RINGING,IDLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae7439,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:00.063Z,ModemServiceMode,,,,,0 0 12 196 129870,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313-340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae743a,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:00.064Z,ModemServiceMode,,,,,,,,,,129870,,,,,,-113,313-340,n71,,,,8.2,,,,250,,,,,,,,,,,,,,,Auto,available,REGISTERED,-16,CONNECTED,1,0.00,0.00,5 MHz,--,PUCCH,22 dBm,Active,UNBLOCK,PASS,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae743b,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:01.583Z,ModemServiceMode,,,,,0 0 12 196 129870,,,,,129870,1,,,,,-113,313-340,n71,,,,6.7,,,,250,,,,,,,,,,,,,,313-340,Auto,available,REGISTERED,-16,IDLE,1,0.00,0.00,5 MHz,--,PUCCH,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae743c,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:01.584Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 dBm,Active,UNBLOCK,PASS,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae743d,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:03.099Z,ModemServiceMode,,,,,0 0 12 196 129870,,,,,129870,1,,,,,-113,313-340,n71,,,,7.5,,,,250,,,,,,,,,,,,,,313-340,Auto,available,REGISTERED,-17,IDLE,1,0.00,0.00,5 MHz,--,PUCCH,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae743e,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:03.100Z,ModemServiceMode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 dBm,Active,UNBLOCK,PASS,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae743f,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:05.095Z,Telecom,261,Event: RecordEntry ,Event: RecordEntry TC@261: CREATED, CREATED,,OUTGOING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae7440,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:05.112Z,Telecom,261,Event: RecordEntry ,Event: RecordEntry TC@261: SET_CONNECTING, SET_CONNECTING,UserHandle{0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae7441,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:05.126Z,Telecom,261,InCallController,InCallController: onCallAdded, onCallAdded,tel:**********,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae7442,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:05.234Z,Telecom,261,Event: RecordEntry ,Event: RecordEntry TC@261: START_CONNECTION, START_CONNECTION,**********,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae7443,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:05.435Z,Telecom,261,InCallController,InCallController: Sending updateCall , Sending updateCall ,,CONNECTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae7444,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:05.436Z,Telecom,261,InCallController,InCallController: Sending updateCall , Sending updateCall ,,CONNECTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae7445,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:05.438Z,Telecom,261,InCallController,InCallController: Sending updateCall , Sending updateCall ,,CONNECTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae7446,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:05.440Z,Telecom,261,InCallController,InCallController: Sending updateCall , Sending updateCall ,,CONNECTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552fc4a980619eed3ae7447,1,2,3,4,5,6,7,8,9,Logcat-Basic_Tests-VoiceCall_Basic-1-DUT-R5CT92WRW8D--10092023042528.txt,2023-10-09T18:25:05.442Z,Telecom,261,InCallController,InCallController: Sending updateCall , Sending updateCall ,,CONNECTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
